id,title,type,genres,averageRating,numVotes,releaseYear,idjw
tt0887883,Burn After Reading,movie,"Comedy, Crime, Drama",7.0,364114.0,2008.0,tm45399
tt3731562,Kong: Skull Island,movie,"Action, Adventure, Fantasy",6.7,363102.0,2017.0,tm123167
tt0110148,Interview with the Vampire,movie,"Drama, Fantasy, Horror",7.5,362835.0,1994.0,tm113636
tt0120601,Being John Malkovich,movie,"Comedy, Drama, Fantasy",7.7,362274.0,1999.0,tm51234
tt0213149,Pearl Harbor,movie,"Action, Drama, Romance",6.3,361311.0,2001.0,tm48661
tt0167190,Hellboy,movie,"Action, Adventure, Fantasy",6.9,361301.0,2004.0,tm92889
tt7653254,Marriage Story,movie,"Drama, Romance",7.9,360723.0,2019.0,tm403709
tt0053125,North by Northwest,movie,"Adventure, Drama, Mystery",8.3,360440.0,1959.0,tm40187
tt4881806,Jurassic World: Fallen Kingdom,movie,"Action, Adventure, Sci-Fi",6.1,360397.0,2018.0,tm217382
tt0112471,Before Sunrise,movie,"Comedy, Drama, Romance",8.1,359120.0,1995.0,tm10236
tt0884328,The Mist,movie,"Horror, Sci-Fi, Thriller",7.1,358419.0,2007.0,tm74402
tt0209163,The Mummy Returns,movie,"Action, Adventure, Fantasy",6.4,357873.0,2001.0,tm45952
tt0462538,The Simpsons Movie,movie,"Adventure, Animation, Comedy",7.3,357587.0,2007.0,tm75152
tt5311514,Your Name.,movie,"Animation, Drama, Fantasy",8.4,357148.0,2016.0,tm233386
tt2140479,The Accountant,movie,"Action, Crime, Drama",7.3,357072.0,2016.0,tm204161
tt6208148,Snow White,movie,"Adventure, Family, Fantasy",1.7,356584.0,2025.0,tm345130
tt0120667,Fantastic Four,movie,"Action, Adventure, Fantasy",5.7,356117.0,2005.0,tm139213
tt0359950,The Secret Life of Walter Mitty,movie,"Adventure, Comedy, Drama",7.3,355661.0,2013.0,tm171462
tt0116367,From Dusk Till Dawn,movie,"Action, Crime, Horror",7.2,355638.0,1996.0,tm107359
tt1193138,Up in the Air,movie,"Comedy, Drama, Romance",7.4,355381.0,2009.0,tm153600
tt0238380,Equilibrium,movie,"Action, Drama, Sci-Fi",7.3,355234.0,2002.0,tm116418
tt1707386,Les Misérables,movie,"Drama, Musical, Romance",7.5,354546.0,2012.0,tm32982
tt0414387,Pride & Prejudice,movie,"Drama, Romance",7.8,354010.0,2005.0,tm173412
tt1591095,Insidious,movie,"Horror, Mystery, Thriller",6.8,353137.0,2010.0,tm88465
tt0163025,Jurassic Park III,movie,"Action, Adventure, Sci-Fi",5.9,352920.0,2001.0,tm41933
tt1037705,The Book of Eli,movie,"Action, Adventure, Drama",6.8,351469.0,2010.0,tm95252
tt4925292,Lady Bird,movie,"Comedy, Drama",7.4,351452.0,2017.0,tm344989
tt3606756,Incredibles 2,movie,"Action, Adventure, Animation",7.5,351375.0,2018.0,tm399
tt7888964,Nobody,movie,"Action, Crime, Drama",7.4,351200.0,2021.0,tm860276
tt0105323,Scent of a Woman,movie,Drama,8.0,351068.0,1992.0,tm125153
tt1645170,The Dictator,movie,Comedy,6.5,350900.0,2012.0,tm67583
tt0119528,Liar Liar,movie,"Comedy, Fantasy",6.9,349907.0,1997.0,tm189907
tt0095327,Grave of the Fireflies,movie,"Animation, Drama, War",8.5,349295.0,1988.0,tm54176
tt0399295,Lord of War,movie,"Crime, Drama",7.6,349129.0,2005.0,tm170756
tt1951261,The Hangover Part III,movie,"Comedy, Crime",5.8,348873.0,2013.0,tm166238
tt0457939,The Holiday,movie,"Comedy, Romance",7.0,348654.0,2006.0,tm31297
tt1306980,50/50,movie,"Comedy, Drama, Romance",7.6,348004.0,2011.0,tm160186
tt2771200,Beauty and the Beast,movie,"Adventure, Family, Fantasy",7.1,347986.0,2017.0,tm195553
tt0413267,Shrek the Third,movie,"Adventure, Animation, Comedy",6.1,347648.0,2007.0,tm84301
tt1638355,The Man from U.N.C.L.E.,movie,"Action, Adventure, Comedy",7.2,347004.0,2015.0,tm138395
tt0031381,Gone with the Wind,movie,"Drama, Romance, War",8.2,346505.0,1939.0,tm156463
tt2322441,Fifty Shades of Grey,movie,"Drama, Romance, Thriller",4.2,346496.0,2015.0,tm139217
tt0332379,School of Rock,movie,"Comedy, Music",7.2,345387.0,2003.0,tm129774
tt0472043,Apocalypto,movie,"Action, Adventure, Drama",7.8,345081.0,2006.0,tm27140
tt0119008,Donnie Brasco,movie,"Biography, Crime, Drama",7.7,344625.0,1997.0,tm191989
tt0094226,The Untouchables,movie,"Crime, Drama, Thriller",7.8,343473.0,1987.0,tm23389
tt0056592,To Kill a Mockingbird,movie,"Crime, Drama",8.3,343313.0,1962.0,tm8717
tt0970179,Hugo,movie,"Adventure, Drama, Family",7.5,343261.0,2011.0,tm173538
tt0381849,3:10 to Yuma,movie,"Action, Crime, Drama",7.6,342949.0,2007.0,tm79639
tt0386588,Hitch,movie,"Comedy, Romance",6.6,342648.0,2005.0,tm176763
tt14230458,Poor Things,movie,"Comedy, Drama, Romance",7.8,341839.0,2023.0,tm1028203
tt4975722,Moonlight,movie,Drama,7.4,341831.0,2016.0,tm245132
tt0190590,"O Brother, Where Art Thou?",movie,"Adventure, Comedy, Crime",7.7,341529.0,2000.0,tm23114
tt1981677,Pitch Perfect,movie,"Comedy, Music, Romance",7.1,341074.0,2012.0,tm33728
tt2109248,Transformers: Age of Extinction,movie,"Action, Adventure, Sci-Fi",5.6,340862.0,2014.0,tm155098
tt0103644,Alien³,movie,"Action, Horror, Sci-Fi",6.4,340604.0,1992.0,tm127337
tt0103776,Batman Returns,movie,"Action, Crime, Fantasy",7.1,339994.0,1992.0,tm128715
tt7991608,Red Notice,movie,"Action, Comedy, Thriller",6.3,339951.0,2021.0,tm404856
tt5726616,Call Me by Your Name,movie,"Drama, Romance",7.8,339861.0,2017.0,tm244234
tt0109040,Ace Ventura: Pet Detective,movie,Comedy,6.9,339805.0,1994.0,tm114262
tt1302011,Kung Fu Panda 2,movie,"Action, Adventure, Animation",7.3,339506.0,2011.0,tm171885
tt0129387,There's Something About Mary,movie,"Comedy, Romance",7.1,339438.0,1998.0,tm63032
tt3110958,Now You See Me 2,movie,"Action, Adventure, Comedy",6.4,338382.0,2016.0,tm123158
tt0298203,8 Mile,movie,"Drama, Music",7.2,338351.0,2002.0,tm113968
tt0175880,Magnolia,movie,Drama,8.0,338030.0,1999.0,tm55253
tt2004420,Neighbors,movie,Comedy,6.3,337998.0,2014.0,tm159076
tt0453467,Deja Vu,movie,"Action, Crime, Sci-Fi",7.1,337459.0,2006.0,tm35122
tt0944835,Salt,movie,"Action, Thriller",6.5,337410.0,2010.0,tm87132
tt3682448,Bridge of Spies,movie,"Drama, History, Thriller",7.6,336527.0,2015.0,tm139694
tt0119177,Gattaca,movie,"Drama, Sci-Fi, Thriller",7.7,336010.0,1997.0,tm192405
tt0120201,Starship Troopers,movie,"Action, Adventure, Sci-Fi",7.3,335142.0,1997.0,tm192037
tt5727208,Uncut Gems,movie,"Crime, Drama, Thriller",7.4,334995.0,2019.0,tm366227
tt0399201,The Island,movie,"Action, Sci-Fi, Thriller",6.8,334383.0,2005.0,tm179587
tt4034228,Manchester by the Sea,movie,Drama,7.8,334125.0,2016.0,tm233523
tt1197624,Law Abiding Citizen,movie,"Action, Crime, Drama",7.4,334043.0,2009.0,tm133809
tt0320661,Kingdom of Heaven,movie,"Action, Adventure, Drama",7.3,333814.0,2005.0,tm179021
tt0106977,The Fugitive,movie,"Action, Crime, Drama",7.8,333482.0,1993.0,tm189434
tt0425210,Lucky Number Slevin,movie,"Crime, Drama, Thriller",7.7,332743.0,2006.0,tm31796
tt1245526,Red,movie,"Action, Comedy, Crime",7.0,332176.0,2010.0,tm101597
tt0120762,Mulan,movie,"Adventure, Animation, Comedy",7.7,332135.0,1998.0,tm66175
tt4263482,The Witch,movie,"Drama, Fantasy, Horror",7.0,332107.0,2015.0,tm137875
tt9114286,Black Panther: Wakanda Forever,movie,"Action, Adventure, Drama",6.6,331580.0,2022.0,tm465131
tt0489099,Jumper,movie,"Action, Adventure, Sci-Fi",6.1,331411.0,2008.0,tm27728
tt0212720,A.I. Artificial Intelligence,movie,"Adventure, Drama, Sci-Fi",7.2,331343.0,2001.0,tm29940
tt0838283,Step Brothers,movie,Comedy,6.9,331082.0,2008.0,tm36545
tt1397280,Taken 2,movie,"Action, Crime, Thriller",6.2,330884.0,2012.0,tm57798
tt1485796,The Greatest Showman,movie,"Biography, Drama, Musical",7.5,330834.0,2017.0,tm120596
tt0293662,The Transporter,movie,"Action, Crime, Thriller",6.8,330504.0,2002.0,tm112540
tt1790885,Zero Dark Thirty,movie,"Drama, History, Thriller",7.4,330489.0,2012.0,tm61801
tt0118880,Con Air,movie,"Action, Crime, Thriller",6.9,330355.0,1997.0,tm191846
tt0278504,Insomnia,movie,"Drama, Mystery, Thriller",7.2,329998.0,2002.0,tm108332
tt0319343,Elf,movie,"Adventure, Comedy, Family",7.1,329817.0,2003.0,tm129484
tt2316204,Alien: Covenant,movie,"Horror, Sci-Fi, Thriller",6.4,329816.0,2017.0,tm123143
tt0056172,Lawrence of Arabia,movie,"Adventure, Biography, Drama",8.3,329194.0,1962.0,tm10529
tt1764651,The Expendables 2,movie,"Action, Adventure, Thriller",6.6,328860.0,2012.0,tm56436
tt0119822,As Good as It Gets,movie,"Comedy, Drama, Romance",7.7,328623.0,1997.0,tm190658
tt1152836,Public Enemies,movie,"Biography, Crime, Drama",6.9,328620.0,2009.0,tm131038
tt4550098,Nocturnal Animals,movie,"Drama, Thriller",7.4,328542.0,2016.0,tm239727
tt1028532,Hachi: A Dog's Tale,movie,"Biography, Drama, Family",8.1,328413.0,2009.0,tm141070
tt0112384,Apollo 13,movie,"Adventure, Drama, History",7.7,326437.0,1995.0,tm16819
tt1125849,The Wrestler,movie,"Drama, Sport",7.9,325771.0,2008.0,tm34805
tt1028528,Death Proof,movie,"Drama, Thriller",7.0,324597.0,2007.0,tm71765
tt1598778,Contagion,movie,"Drama, Thriller",6.8,324407.0,2011.0,tm158304
tt7349950,It Chapter Two,movie,"Drama, Fantasy, Horror",6.5,324231.0,2019.0,tm348986
tt0449467,Babel,movie,Drama,7.5,323856.0,2006.0,tm30053
tt1013752,Fast & Furious,movie,"Action, Thriller",6.5,323616.0,2009.0,tm151471
tt1253863,300: Rise of an Empire,movie,"Action, Drama",6.2,323552.0,2014.0,tm135608
tt0077651,Halloween,movie,"Horror, Thriller",7.7,323515.0,1978.0,tm306692
tt0265666,The Royal Tenenbaums,movie,"Comedy, Drama",7.6,322775.0,2001.0,tm49864
tt2397535,Predestination,movie,"Action, Drama, Sci-Fi",7.4,322263.0,2014.0,tm146588
tt1194173,The Bourne Legacy,movie,"Action, Adventure, Thriller",6.6,322108.0,2012.0,tm68950
tt3076658,Creed,movie,"Action, Drama, Sport",7.6,321897.0,2015.0,tm211204
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,movie,"Adventure, Family, Fantasy",6.5,321487.0,2018.0,tm208397
tt0814314,Seven Pounds,movie,"Drama, Mystery, Thriller",7.6,320976.0,2008.0,tm47321
tt2277860,Finding Dory,movie,"Adventure, Animation, Comedy",7.2,319902.0,2016.0,tm123374
tt3464902,The Lobster,movie,"Drama, Romance, Sci-Fi",7.1,319191.0,2015.0,tm143928
tt3065204,The Conjuring 2,movie,"Horror, Mystery, Thriller",7.3,318758.0,2016.0,tm138297
tt0808151,Angels & Demons,movie,"Mystery, Thriller",6.7,318212.0,2009.0,tm151533
tt4160708,Don't Breathe,movie,"Crime, Horror, Thriller",7.1,317938.0,2016.0,tm209412
tt0120611,Blade,movie,"Action, Horror, Sci-Fi",7.1,317569.0,1998.0,tm55553
tt1478338,Bridesmaids,movie,Comedy,6.8,316917.0,2011.0,tm184862
tt9243946,El Camino,movie,"Crime, Drama, Thriller",7.3,316883.0,2019.0,tm827648
tt3450958,War for the Planet of the Apes,movie,"Action, Adventure, Drama",7.4,316198.0,2017.0,tm122386
tt1091191,Lone Survivor,movie,"Action, Biography, Drama",7.5,315745.0,2013.0,tm177624
tt0463985,The Fast and the Furious: Tokyo Drift,movie,"Action, Crime, Thriller",6.1,315708.0,2006.0,tm32039
tt0077631,Grease,movie,"Comedy, Musical, Romance",7.2,314699.0,1978.0,tm17823
tt0783233,Atonement,movie,"Drama, Mystery, Romance",7.8,314282.0,2007.0,tm75465
tt0121164,Corpse Bride,movie,"Animation, Comedy, Drama",7.4,313871.0,2005.0,tm173551
tt0089218,The Goonies,movie,"Adventure, Comedy, Family",7.7,312864.0,1985.0,tm120970
tt0170016,How the Grinch Stole Christmas,movie,"Comedy, Family, Fantasy",6.4,312499.0,2000.0,tm20110
tt0437086,Alita: Battle Angel,movie,"Action, Adventure, Sci-Fi",7.3,312444.0,2019.0,tm244154
tt3263904,Sully,movie,"Biography, Drama",7.4,311768.0,2016.0,tm228812
tt0120812,Rush Hour,movie,"Action, Comedy, Crime",7.0,311727.0,1998.0,tm65637
tt0473075,Prince of Persia: The Sands of Time,movie,"Action, Adventure, Fantasy",6.5,311623.0,2010.0,tm96866
tt3402236,Murder on the Orient Express,movie,"Crime, Drama, Mystery",6.5,310907.0,2017.0,tm242630
tt1259571,The Twilight Saga: New Moon,movie,"Adventure, Drama, Fantasy",4.8,310762.0,2009.0,tm142371
tt0379786,Serenity,movie,"Action, Adventure, Sci-Fi",7.8,310632.0,2005.0,tm170427
tt2674426,Me Before You,movie,"Drama, Romance",7.4,310624.0,2016.0,tm138369
tt0322259,2 Fast 2 Furious,movie,"Action, Crime, Thriller",5.9,310488.0,2003.0,tm138322
tt0800039,Forgetting Sarah Marshall,movie,"Comedy, Drama, Romance",7.1,310470.0,2008.0,tm33545
tt0120669,Fear and Loathing in Las Vegas,movie,"Adventure, Comedy, Drama",7.5,310433.0,1998.0,tm58976
tt0463854,28 Weeks Later,movie,"Horror, Sci-Fi",6.9,310199.0,2007.0,tm79234
tt1735898,Snow White and the Huntsman,movie,"Action, Adventure, Drama",6.1,310094.0,2012.0,tm48065
tt1001526,Megamind,movie,"Action, Adventure, Animation",7.3,310013.0,2010.0,tm103561
tt0438097,Ice Age: The Meltdown,movie,"Adventure, Animation, Comedy",6.8,307963.0,2006.0,tm26315
tt8228288,The Platform,movie,"Horror, Mystery, Sci-Fi",7.0,307401.0,2019.0,tm824398
tt0203009,Moulin Rouge!,movie,"Drama, Musical, Romance",7.6,307344.0,2001.0,tm30891
tt0258000,Panic Room,movie,"Crime, Drama, Thriller",6.8,307052.0,2002.0,tm111819
tt17526714,The Substance,movie,"Drama, Horror, Sci-Fi",7.2,306779.0,2024.0,tm1484207
tt1213663,The World's End,movie,"Action, Comedy, Sci-Fi",6.9,306159.0,2013.0,tm179796
tt0196229,Zoolander,movie,Comedy,6.5,305828.0,2001.0,tm34310
tt0112442,Bad Boys,movie,"Action, Comedy, Crime",6.8,305793.0,1995.0,tm12438
tt1192628,Rango,movie,"Action, Adventure, Animation",7.3,305365.0,2011.0,tm176439
tt1343727,Dredd,movie,"Action, Crime, Sci-Fi",7.1,304930.0,2012.0,tm50998
tt0212985,Hannibal,movie,"Crime, Drama, Thriller",6.8,304666.0,2001.0,tm50674
tt0450385,1408,movie,"Fantasy, Horror, Mystery",6.8,304637.0,2007.0,tm70179
tt0107614,Mrs. Doubtfire,movie,"Comedy, Drama",7.1,304592.0,1993.0,tm189828
tt0181875,Almost Famous,movie,"Adventure, Comedy, Drama",7.9,304305.0,2000.0,tm21402
tt8332922,A Quiet Place Part II,movie,"Drama, Horror, Sci-Fi",7.2,304096.0,2020.0,tm431186
tt0187393,The Patriot,movie,"Action, Drama, History",7.2,303881.0,2000.0,tm19673
tt7975244,Jumanji: The Next Level,movie,"Action, Adventure, Comedy",6.6,303781.0,2019.0,tm415878
tt0195714,Final Destination,movie,"Horror, Thriller",6.7,303774.0,2000.0,tm25160
tt6139732,Aladdin,movie,"Adventure, Comedy, Family",6.9,303636.0,2019.0,tm123824
tt0118884,Contact,movie,"Drama, Mystery, Sci-Fi",7.5,303471.0,1997.0,tm191853
tt0175142,Scary Movie,movie,Comedy,6.3,303421.0,2000.0,tm18563
tt1133985,Green Lantern,movie,"Action, Adventure, Sci-Fi",5.5,303353.0,2011.0,tm168537
tt0289765,Red Dragon,movie,"Crime, Drama, Thriller",7.2,302821.0,2002.0,tm112537
tt0104257,A Few Good Men,movie,"Drama, Thriller",7.7,302396.0,1992.0,tm1975
tt0097757,The Little Mermaid,movie,"Adventure, Animation, Family",7.6,302279.0,1989.0,tm139255
tt7126948,Wonder Woman 1984,movie,"Action, Adventure, Fantasy",5.4,302277.0,2020.0,tm328069
tt0381681,Before Sunset,movie,"Drama, Romance",8.1,302231.0,2004.0,tm93423
tt7349662,BlacKkKlansman,movie,"Biography, Comedy, Crime",7.5,302221.0,2018.0,tm359260
tt0185937,The Blair Witch Project,movie,"Horror, Mystery",6.5,302185.0,1999.0,tm41646
tt0452623,Gone Baby Gone,movie,"Crime, Drama, Mystery",7.6,302068.0,2007.0,tm81013
tt0095765,Cinema Paradiso,movie,"Drama, Romance",8.5,301355.0,1988.0,tm39338
tt0099348,Dances with Wolves,movie,"Adventure, Drama, Western",8.0,300978.0,1990.0,tm155112
tt1340138,Terminator Genisys,movie,"Action, Adventure, Sci-Fi",6.3,300329.0,2015.0,tm136924
tt2302755,Olympus Has Fallen,movie,"Action, Thriller",6.5,300288.0,2013.0,tm182429
tt1817273,The Place Beyond the Pines,movie,"Crime, Drama, Thriller",7.3,299740.0,2012.0,tm62008
tt0120804,Resident Evil,movie,"Action, Horror, Sci-Fi",6.6,299501.0,2002.0,tm109300
tt1922777,Sinister,movie,"Horror, Mystery, Thriller",6.8,299432.0,2012.0,tm34975
tt3040964,The Jungle Book,movie,"Action, Adventure, Animation",7.3,299255.0,2016.0,tm121851
tt0800320,Clash of the Titans,movie,"Action, Adventure, Fantasy",5.8,299251.0,2010.0,tm94595
tt0151804,Office Space,movie,Comedy,7.6,299191.0,1999.0,tm48336
tt10954984,Nope,movie,"Horror, Mystery, Sci-Fi",6.8,299140.0,2022.0,tm973372
tt1386588,The Other Guys,movie,"Action, Comedy, Crime",6.7,299108.0,2010.0,tm102740
tt0116695,Jerry Maguire,movie,"Comedy, Drama, Romance",7.3,298528.0,1996.0,tm107165
tt0251127,How to Lose a Guy in 10 Days,movie,"Comedy, Romance",6.5,297990.0,2003.0,tm129601
tt0338526,Van Helsing,movie,"Action, Adventure, Fantasy",6.1,297589.0,2004.0,tm81455
tt1979376,Toy Story 4,movie,"Adventure, Animation, Comedy",7.6,297587.0,2019.0,tm11948
tt0837562,Hotel Transylvania,movie,"Animation, Comedy, Family",7.0,297404.0,2012.0,tm69164
tt0093870,RoboCop,movie,"Action, Crime, Sci-Fi",7.6,296789.0,1987.0,tm147429
tt0061722,The Graduate,movie,"Comedy, Drama, Romance",8.0,296664.0,1967.0,tm119810
tt5362988,Wind River,movie,"Crime, Drama, Mystery",7.7,296561.0,2017.0,tm244259
tt0348150,Superman Returns,movie,"Action, Adventure, Sci-Fi",6.1,296106.0,2006.0,tm27397
tt0290002,Meet the Fockers,movie,"Comedy, Romance",6.3,295463.0,2004.0,tm91957
tt1375670,Grown Ups,movie,Comedy,6.0,295339.0,2010.0,tm93055
tt1650554,Kick-Ass 2,movie,"Action, Comedy, Crime",6.5,295151.0,2013.0,tm175985
tt0053291,Some Like It Hot,movie,"Comedy, Music, Romance",8.2,295135.0,1959.0,tm44489
tt0259711,Vanilla Sky,movie,"Fantasy, Mystery, Romance",6.9,294809.0,2001.0,tm34471
tt0183649,Phone Booth,movie,"Crime, Thriller",7.1,294699.0,2002.0,tm114756
tt0320691,Underworld,movie,"Action, Fantasy, Thriller",7.0,293918.0,2003.0,tm133732
tt0411477,Hellboy II: The Golden Army,movie,"Action, Adventure, Fantasy",7.0,293412.0,2008.0,tm34708
tt0257044,Road to Perdition,movie,"Crime, Drama, Thriller",7.7,293403.0,2002.0,tm105329
tt10838180,The Matrix Resurrections,movie,"Action, Sci-Fi",5.6,293356.0,2021.0,tm827124
tt0401729,John Carter,movie,"Action, Adventure, Sci-Fi",6.6,293126.0,2012.0,tm72333
tt6823368,Glass,movie,"Drama, Horror, Sci-Fi",6.6,292990.0,2019.0,tm315727
tt6443346,Black Adam,movie,"Action, Adventure, Fantasy",6.2,292500.0,2022.0,tm435124
tt4046784,Maze Runner: The Scorch Trials,movie,"Action, Adventure, Sci-Fi",6.3,292446.0,2015.0,tm138116
tt0486655,Stardust,movie,"Adventure, Fantasy, Romance",7.6,292317.0,2007.0,tm84906
tt0111503,True Lies,movie,"Action, Comedy, Thriller",7.3,291849.0,1994.0,tm117947
tt0118749,Boogie Nights,movie,Drama,7.9,291257.0,1997.0,tm191013
tt0795421,Mamma Mia!,movie,"Comedy, Musical, Romance",6.5,291197.0,2008.0,tm34089
tt0955308,Robin Hood,movie,"Action, Adventure, Drama",6.6,290675.0,2010.0,tm103143
tt0070735,The Sting,movie,"Comedy, Crime, Drama",8.2,290374.0,1973.0,tm191099
tt0083944,First Blood,movie,"Action, Adventure, Thriller",7.7,289460.0,1982.0,tm47170
tt0803096,Warcraft,movie,"Action, Adventure, Fantasy",6.7,289036.0,2016.0,tm122346
tt0059578,For a Few Dollars More,movie,"Drama, Western",8.2,288612.0,1965.0,tm81183
tt0368447,The Village,movie,"Drama, Mystery, Thriller",6.6,288564.0,2004.0,tm93105
tt1077368,Dark Shadows,movie,"Comedy, Fantasy, Horror",6.2,288225.0,2012.0,tm39896
tt0190332,"Crouching Tiger, Hidden Dragon",movie,"Action, Adventure, Drama",7.9,288145.0,2000.0,tm23390
tt7097896,Venom: Let There Be Carnage,movie,"Action, Sci-Fi, Thriller",5.9,287827.0,2021.0,tm457652
tt0432348,Saw II,movie,"Horror, Mystery",6.6,287800.0,2005.0,tm168656
tt9603212,Mission: Impossible - Dead Reckoning Part One,movie,"Action, Adventure, Thriller",7.6,287576.0,2023.0,tm453583
tt12037194,Furiosa: A Mad Max Saga,movie,"Action, Adventure, Sci-Fi",7.5,287412.0,2024.0,tm1003750
tt3235888,It Follows,movie,"Horror, Mystery, Thriller",6.8,286923.0,2014.0,tm150928
tt0093409,Lethal Weapon,movie,"Action, Crime, Thriller",7.6,286765.0,1987.0,tm21072
tt2381941,Focus,movie,"Comedy, Crime, Drama",6.6,286474.0,2015.0,tm139918
tt0486576,Fantastic Four: Rise of the Silver Surfer,movie,"Action, Adventure, Fantasy",5.6,286464.0,2007.0,tm74359
tt0432283,Fantastic Mr. Fox,movie,"Adventure, Animation, Comedy",7.9,286344.0,2009.0,tm151348
tt0215750,Enemy at the Gates,movie,"Action, Drama, War",7.5,286024.0,2001.0,tm37604
tt0286716,Hulk,movie,"Action, Sci-Fi",5.6,285883.0,2003.0,tm136651
tt5700672,Train to Busan,movie,"Action, Horror, Thriller",7.6,284403.0,2016.0,tm243955
tt0075686,Annie Hall,movie,"Comedy, Romance",7.9,284402.0,1977.0,tm92591
tt0327597,Coraline,movie,"Animation, Drama, Family",7.8,284001.0,2009.0,tm137856
tt6105098,The Lion King,movie,"Adventure, Animation, Drama",6.8,283256.0,2019.0,tm309655
tt0119643,Meet Joe Black,movie,"Drama, Fantasy, Romance",7.2,283066.0,1998.0,tm49453
tt7984734,The Lighthouse,movie,"Drama, Fantasy, Horror",7.4,282988.0,2019.0,tm373056
tt1464335,Uncharted,movie,"Action, Adventure",6.3,282570.0,2022.0,tm206726
tt0102057,Hook,movie,"Adventure, Comedy, Family",6.8,282509.0,1991.0,tm10622
tt2024469,Non-Stop,movie,"Action, Mystery, Thriller",6.9,282273.0,2014.0,tm156923
tt5537002,Killers of the Flower Moon,movie,"Crime, Drama, History",7.6,282118.0,2023.0,tm327233
tt0118583,Alien Resurrection,movie,"Action, Horror, Sci-Fi",6.2,282037.0,1997.0,tm191623
tt0072890,Dog Day Afternoon,movie,"Biography, Crime, Drama",8.0,281963.0,1975.0,tm125288
tt0221027,Blow,movie,"Biography, Crime, Drama",7.5,281902.0,2001.0,tm35463
tt2953050,Encanto,movie,"Animation, Comedy, Family",7.2,281823.0,2021.0,tm858873
tt3228774,Cruella,movie,"Adventure, Comedy, Crime",7.3,281577.0,2021.0,tm240625
tt1931533,Seven Psychopaths,movie,"Comedy, Crime",7.1,281412.0,2012.0,tm73061
tt0363547,Dawn of the Dead,movie,"Action, Horror",7.2,281310.0,2004.0,tm85646
tt1855199,End of Watch,movie,"Action, Crime, Drama",7.6,281298.0,2012.0,tm68382
tt0172156,Bad Boys II,movie,"Action, Comedy, Crime",6.6,281205.0,2003.0,tm147849
tt0309698,Identity,movie,"Mystery, Thriller",7.3,280062.0,2003.0,tm136808
tt0082096,Das Boot,movie,"Drama, War",8.4,279313.0,1981.0,tm121831
tt11138512,The Northman,movie,"Action, Adventure, Drama",7.0,279273.0,2022.0,tm1042649
tt0252866,American Pie 2,movie,Comedy,6.4,279008.0,2001.0,tm43292
tt11813216,The Banshees of Inisherin,movie,"Comedy, Drama",7.7,278925.0,2022.0,tm1177080
tt0443272,Lincoln,movie,"Biography, Drama, History",7.3,278895.0,2012.0,tm55567
tt8936646,Extraction,movie,"Action, Crime, Thriller",6.8,278369.0,2020.0,tm496322
tt0243155,Bridget Jones's Diary,movie,"Comedy, Drama, Romance",6.8,278126.0,2001.0,tm33947
tt2005151,War Dogs,movie,"Biography, Comedy, Crime",7.1,278073.0,2016.0,tm204163
tt1564367,Just Go with It,movie,"Comedy, Romance",6.4,277894.0,2011.0,tm160433
tt0087800,A Nightmare on Elm Street,movie,Horror,7.4,277817.0,1984.0,tm2386
tt1823672,Chappie,movie,"Action, Crime, Drama",6.8,277804.0,2015.0,tm143085
tt0113189,GoldenEye,movie,"Action, Adventure, Thriller",7.2,277542.0,1995.0,tm7806
tt1385826,The Adjustment Bureau,movie,"Crime, Drama, Mystery",7.0,277277.0,2011.0,tm156908
tt0059742,The Sound of Music,movie,"Biography, Drama, Family",8.1,276475.0,1965.0,tm88215
tt0448134,Sunshine,movie,"Sci-Fi, Thriller",7.2,276458.0,2007.0,tm71893
tt0364725,Dodgeball: A True Underdog Story,movie,"Comedy, Sport",6.7,275947.0,2004.0,tm85291
tt0118688,Batman & Robin,movie,"Action, Sci-Fi",3.8,275818.0,1997.0,tm190778
tt1080016,Ice Age: Dawn of the Dinosaurs,movie,"Adventure, Animation, Comedy",6.9,275725.0,2009.0,tm145443
tt0112462,Batman Forever,movie,"Action, Adventure",5.4,275363.0,1995.0,tm16069
tt0497465,Vicky Cristina Barcelona,movie,"Comedy, Drama, Romance",7.1,274890.0,2008.0,tm36053
tt1092026,Paul,movie,"Adventure, Comedy, Sci-Fi",6.9,274643.0,2011.0,tm164101
tt4846340,Hidden Figures,movie,"Biography, Drama, History",7.8,274503.0,2016.0,tm236713
tt0358273,Walk the Line,movie,"Biography, Drama, Music",7.8,274221.0,2005.0,tm160767
tt7713068,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,movie,"Action, Comedy, Crime",6.1,274211.0,2020.0,tm369261
tt1016150,All Quiet on the Western Front,movie,"Drama, History, War",7.8,274139.0,2022.0,tm57755
tt0478087,21,movie,"Crime, Drama, Thriller",6.8,274138.0,2008.0,tm40009
tt0080339,Airplane!,movie,Comedy,7.7,273884.0,1980.0,tm100005
tt2293640,Minions,movie,"Adventure, Animation, Comedy",6.4,273296.0,2015.0,tm137837
tt1401152,Unknown,movie,"Action, Mystery, Thriller",6.8,273272.0,2011.0,tm167232
tt0396171,Perfume: The Story of a Murderer,movie,"Crime, Drama, Fantasy",7.5,273047.0,2006.0,tm22971
tt0429493,The A-Team,movie,"Action, Adventure, Crime",6.7,273020.0,2010.0,tm92075
